Timestamp,X_Accel_g,Y_Accel_g,Z_Accel_g linked with dados_accel_25_08_full
1460,-0.730469,0.532227,0.399902
1461,-0.726074,0.489258,0.450684
1462,-0.69043,0.477051,0.471191
1463,-0.701172,0.471191,0.470215
1464,-0.695312,0.467285,0.461914
1465,-0.726562,0.498535,0.442383
1466,-0.777832,0.585938,0.373535
1467,-0.640137,0.654785,0.277832
1468,-0.526855,0.753906,0.268555
1469,-0.484375,0.794922,0.288086
1470,-0.401367,0.835938,0.302734
1471,-0.396973,0.812012,0.308594
1472,-0.430176,0.79834,0.331055
1473,-0.44043,0.800781,0.367188
1474,-0.355469,0.818848,0.351562
1475,-0.227051,0.86377,0.386719
1476,-0.192871,0.875488,0.41748
1477,-0.191406,0.844727,0.383789
1478,-0.210938,0.929688,0.266113
1479,-0.265137,0.920898,0.209473
1480,-0.26123,0.927246,0.15918
1481,-0.261719,0.97998,0.128418
1482,-0.177246,0.973633,0.069336
1483,-0.143555,0.949707,0.05127
1484,-0.085938,0.982422,-0.024902
1485,-0.055664,1.017578,-0.071777
1486,-0.217773,0.958008,0.019043
1487,-0.186523,0.810547,0.342285
1488,-0.228027,0.864746,0.373047
1489,-0.155762,0.861816,0.422852
1490,-0.143066,0.844238,0.459473
1491,-0.181641,0.852539,0.424805
1492,-0.310059,0.805664,0.42627
1493,-0.46875,0.655762,0.492188
1494,-0.63916,0.471191,0.536133
1495,-0.755859,0.188477,0.543457
1496,-0.787598,0.075195,0.538086
1497,-0.790039,-0.062988,0.493164
1498,-0.824707,-0.133301,0.431641
1499,-0.859375,-0.334961,0.410645
1500,-0.833984,-0.329102,0.357422
1501,-0.847656,-0.430664,0.28125
1502,-0.780762,-0.489746,0.242188
1503,-0.787598,-0.552734,0.193848
1504,-0.782715,-0.599121,0.138672
1505,-0.707031,-0.617188,0.093262
1506,-0.800293,-0.633301,0.07373
1507,-0.833984,-0.53418,0.026367
1508,-0.895996,-0.455566,-0.00293
1509,-0.92627,-0.304199,0.068848
1510,-0.950684,-0.240234,0.123047
1511,-0.95166,-0.237305,0.109375
1512,-0.944336,-0.101562,0.105957
1513,-0.96582,0.000977,0.06543
1514,-0.989746,0.019531,0.035645
1515,-0.973145,-0.031738,0.029297
1516,-0.946777,0.031738,-0.044434
1517,-0.963867,-0.009277,-0.161133
1518,-0.951172,0.09375,-0.05957
1519,-0.973633,0.166016,0.010254
1520,-0.935547,0.248535,0.056641
1521,-0.905273,0.313477,0.032227
1522,-0.90625,0.390137,0.006348
1523,-0.869629,0.404297,-0.114746
1524,-0.867676,0.432617,-0.157227
1525,-0.866211,0.483398,-0.19043
1526,-0.763184,0.533691,-0.145508
1527,-0.807129,0.532227,-0.149414
1528,-0.797363,0.50293,-0.154297
1529,-0.840332,0.50293,-0.110352
1530,-0.82959,0.556152,-0.043457
1531,-0.820312,0.511719,0.034668
1532,-0.849121,0.47998,0.058105
1533,-0.845215,0.481934,0.092285
1534,-0.919434,0.379395,0.106934
1535,-0.82959,0.461426,0.18457
1536,-0.871094,0.45459,0.136719
1537,-0.886719,0.441406,-0.030273
1538,-0.80127,0.502441,-0.160645
1539,-0.80957,0.561523,-0.144043
1540,-0.704102,0.614258,-0.097656
1541,-0.681152,0.710938,-0.158691
1542,-0.635254,0.721191,-0.194824
1543,-0.584473,0.732422,-0.220703
1544,-0.663574,0.744141,-0.215332
1545,-0.728516,0.668457,-0.177246
1546,-0.756348,0.608398,-0.117676
1547,-0.787598,0.575195,-0.076172
1548,-0.755371,0.560059,-0.167969
1549,-0.746094,0.606934,-0.240234
1550,-0.717285,0.604492,-0.304688
1551,-0.691406,0.654297,-0.278809
1552,-0.660645,0.644531,-0.320801
1553,-0.643555,0.749512,-0.293945
1554,-0.487305,0.819824,-0.299805
1555,-0.353516,0.898926,-0.286133
1556,-0.26416,0.933594,-0.240234
1557,-0.272949,0.947266,-0.232422
1558,-0.25,0.941895,-0.087402
1559,-0.361328,0.912598,0.056641
1560,-0.468262,0.862305,0.151367
1561,-0.570312,0.758301,0.228516
1562,-0.540527,0.711426,0.315918
1563,-0.646484,0.663574,0.369141
1564,-0.731445,0.594727,0.308105
1565,-0.64502,0.630371,0.358887
1566,-0.483398,0.92041,0.449219
1567,-0.244141,0.796875,0.301758
1568,-0.013672,0.956055,0.224609
1569,0.175293,0.936523,0.252441
1570,0.291016,0.878906,0.269043
1571,0.464844,0.777832,0.360352
1572,0.553711,0.739258,0.36377
1573,0.637207,0.660645,0.412109
1574,0.594727,0.705078,0.418457
1575,0.521973,0.755371,0.501465
1576,0.332031,0.824707,0.410156
1577,0.182129,0.846191,0.464844
1578,0.00293,0.908203,0.456055
1579,-0.098633,0.900879,0.324219
1580,-0.22168,0.904297,0.229004
1581,-0.369141,0.859863,0.247559
1582,-0.496582,0.836914,0.229004
1583,-0.696777,0.709961,0.144531
1584,-0.723145,0.599121,0.130859
1585,-0.815918,0.5,0.160645
1586,-0.891113,0.328613,0.175293
1587,-0.88623,0.276855,0.198242
1588,-0.937012,0.282715,0.205566
1589,-0.878418,0.218262,0.122559
1590,-0.918945,0.299805,0.182129
1591,-0.848633,0.496094,0.085449
1592,-0.775391,0.580078,0.080078
1593,-0.737305,0.638184,0.086914
1594,-0.685547,0.699219,0.100586
1595,-0.721191,0.677734,0.112793
1596,-0.762695,0.59082,0.093262
1597,-0.797852,0.55127,0.119141
1598,-0.791016,0.561523,0.105469
1599,-0.689453,0.70752,0.100098
1600,-0.605469,0.834961,0.107422
1601,-0.343262,0.901855,0.109375
1602,-0.248535,0.941406,0.129395
1603,-0.124023,0.964355,0.128418
1604,-0.02002,0.995117,0.156738
1605,0.07373,0.971191,0.125
1606,0.23584,0.972656,0.147949
1607,0.184082,0.919922,0.14502
1608,0.052734,0.991211,0.143066
1609,-0.227539,0.936035,0.137207
1610,-0.390625,0.867676,0.193848
1611,-0.448242,0.875977,0.202148
1612,-0.326172,0.928711,0.223633
1613,-0.166016,0.949219,0.17627
1614,0.06543,0.938965,0.131836
1615,0.124023,0.955566,0.191406
1616,0.196289,0.978516,0.228516
1617,0.288574,0.932617,0.231934
1618,0.251465,0.894043,0.339844
1619,0.205566,0.854004,0.373047
1620,0.078125,0.805664,0.486816
1621,0.016113,0.76416,0.608398
1622,-0.108887,0.67627,0.685547
1623,-0.26123,0.659668,0.627441
1624,-0.261719,0.677246,0.665039
1625,-0.242676,0.624512,0.680176
1626,-0.355469,0.575684,0.596191
1627,-0.415527,0.711914,0.478516
1628,-0.446289,0.82373,0.305664
1629,-0.464844,0.851562,0.17334
1630,-0.466309,0.870605,0.052246
1631,-0.485352,0.859863,-0.043457
1632,-0.586426,0.763672,-0.15918
1633,-0.763184,0.643066,-0.178223
1634,-0.79541,0.513184,-0.208984
1635,-0.833984,0.499023,-0.181152
1636,-0.825195,0.478027,-0.172852
1637,-0.845703,0.443848,-0.168945
1638,-0.90625,0.330566,-0.14209
1639,-0.937012,0.318848,-0.14209
1640,-0.886719,0.316406,-0.129883
1641,-0.839355,0.458008,-0.125977
1642,-0.827637,0.484375,-0.125
1643,-0.775391,0.647461,-0.087891
1644,-0.618652,0.750977,-0.064941
1645,-0.488281,0.860352,0.004883
1646,-0.379883,0.930176,0.042969
1647,-0.212402,0.950195,0.084961
1648,-0.107422,0.980957,0.135254
1649,-0.214355,0.957031,0.128418
1650,-0.383789,0.932129,0.177246
1651,-0.498535,0.81543,0.166016
1652,-0.598145,0.756836,0.178223
1653,-0.689453,0.697754,0.164551
1654,-0.726562,0.611816,0.151367
1655,-0.713867,0.62793,0.135254
1656,-0.783691,0.60498,0.125
1657,-0.819824,0.55127,0.107422
1658,-0.862793,0.391602,0.09668
1659,-0.904785,0.333008,0.149414
1660,-0.878418,0.297852,0.18457
1661,-0.87793,0.314453,0.21582
1662,-0.89209,0.351562,0.219238
1663,-0.837891,0.41748,0.219238
1664,-0.865723,0.365234,0.246582
1665,-0.884277,0.332031,0.265137
1666,-0.848633,0.298828,0.27002
1667,-0.89209,0.241699,0.324707
1668,-0.897461,0.136719,0.346191
1669,-0.870605,0.064941,0.350098
1670,-0.90918,0.003906,0.329102
1671,-1.011719,-0.004883,0.427246
1672,-0.924805,-0.012207,0.300293
1673,-0.880371,0.029297,0.241211
1674,-0.941895,0.035156,0.15625
1675,-0.963867,0.067383,0.046875
1676,-0.958496,0.09375,-0.063477
1677,-0.96875,0.124023,-0.177246
1678,-0.903809,0.146484,-0.224121
1679,-0.904297,0.123047,-0.333984
1680,-0.90332,0.079102,-0.273926
1681,-0.918457,0.032227,-0.328613
1682,-0.93457,-0.104492,-0.329102
1683,-0.862305,-0.296387,-0.398926
1684,-0.822754,-0.396484,-0.421875
1685,-0.723145,-0.507812,-0.450684
1686,-0.683594,-0.615723,-0.484375
1687,-0.587891,-0.548828,-0.425781
1688,-0.546387,-0.683105,-0.510254
1689,-0.455078,-0.793457,-0.404297
1690,-0.347168,-0.871094,-0.382324
1691,-0.235352,-0.893555,-0.363281
1692,-0.13623,-0.936035,-0.280273
1693,0.041016,-0.996582,-0.298828
1694,0.125488,-0.949707,-0.380859
1695,0.297852,-0.952637,-0.365234
1696,0.432617,-0.838867,-0.164062
1697,0.390625,-0.90918,-0.203613
1698,0.319336,-0.943848,-0.191895
1699,0.22998,-0.961426,-0.207031
1700,0.160156,-0.986816,-0.192383
1701,0.031738,-1.020996,-0.119629
1702,-0.016602,-1.02002,-0.064941
1703,-0.196777,-1.005371,-0.033691
1704,-0.211426,-1.005371,-0.038574
1705,-0.294434,-0.946777,-0.031738
1706,-0.396973,-0.914551,-0.014648
1707,-0.508789,-0.84668,-0.020996
1708,-0.577148,-0.791016,-0.060547
1709,-0.719727,-0.709473,-0.194336
1710,-0.758789,-0.600586,-0.267578
1711,-0.785156,-0.548828,-0.338379
1712,-0.776855,-0.52832,-0.371094
1713,-0.704102,-0.527832,-0.583496
1714,-0.368164,-0.407227,-0.862305
1715,-0.203613,-0.489258,-0.88916
1716,-0.081055,-0.546387,-0.837891
1717,-0.019531,-0.634277,-0.789062
1718,-0.037598,-0.733887,-0.746094
1719,-0.097656,-0.738281,-0.756348
1720,-0.127441,-0.715332,-0.641113
1721,-0.205566,-0.793945,-0.520508
1722,-0.268555,-0.831543,-0.46875
1723,-0.349609,-0.820312,-0.385742
1724,-0.404785,-0.898438,-0.271973
1725,-0.493652,-0.838867,-0.24707
1726,-0.616211,-0.721191,-0.253418
1727,-0.662109,-0.70166,-0.206055
1728,-0.741699,-0.648926,-0.17334
1729,-0.768555,-0.647461,-0.131348
1730,-0.748535,-0.630859,-0.143066
1731,-0.741211,-0.641113,-0.174316
1732,-0.687988,-0.60498,-0.234863
1733,-0.558594,-0.721191,-0.396484
1734,-0.490234,-0.747559,-0.443848
1735,-0.385742,-0.786133,-0.496582
1736,-0.351562,-0.774902,-0.541992
1737,-0.373047,-0.750977,-0.5625
1738,-0.465332,-0.744629,-0.493652
1739,-0.559082,-0.674316,-0.407715
1740,-0.700684,-0.654785,-0.320801
1741,-0.808105,-0.564941,-0.270996
1742,-0.866211,-0.45166,-0.239746
1743,-0.89209,-0.241699,-0.312988
1744,-0.89502,-0.186035,-0.418457
1745,-0.849121,-0.143066,-0.637695
1746,-0.692383,-0.122559,-0.770996
1747,-0.486816,-0.087891,-0.880859
1748,-0.402832,-0.125977,-0.943848
1749,-0.287109,-0.181152,-0.973145
1750,-0.222656,-0.241211,-0.953613
1751,-0.139648,-0.384277,-0.939941
1752,-0.123047,-0.450684,-0.946777
1753,0.098145,-0.373535,-0.902832
1754,0.257812,-0.349609,-0.876465
1755,0.194336,-0.423828,-0.905273
1756,0.067871,-0.498535,-0.928711
1757,-0.050781,-0.42627,-0.930664
1758,-0.112793,-0.392578,-0.961426
1759,-0.400879,-0.467773,-0.846191
1760,-0.20459,-0.363281,-0.856445
1761,-0.457031,-0.381348,-0.82959
1762,-0.245605,-0.526855,-0.796387
1763,-0.625977,-0.215332,-0.812012
1764,-0.57959,-0.10498,-0.814453
1765,-0.577637,0.081543,-0.773926
1766,-0.619141,0.203125,-0.788086
1767,-0.607422,0.394043,-0.71875
1768,-0.49707,0.389648,-0.816895
1769,-0.547363,0.398438,-0.706543
1770,-0.45459,0.468262,-0.722168
1771,-0.50293,0.670898,-0.615723
1772,-0.377441,0.682129,-0.623535
1773,-0.65918,0.705566,-0.054688
1774,-0.200684,0.674316,-0.775391
1775,-0.100586,0.731934,-0.617188
1776,0.060547,0.868652,-0.741211
1777,0.067871,0.850586,-0.687988
1778,0.304688,0.910156,-0.487793
1779,0.301758,0.897949,-0.306641
1780,0.306152,0.895508,-0.3125
1781,0.242188,0.953613,-0.282715
1782,0.199707,0.916504,-0.281738
1783,0.145996,0.977051,-0.360352
1784,0.158203,0.981445,-0.35498
1785,0.088867,0.983398,-0.208008
1786,0.222168,1.000488,-0.024414
1787,0.320801,0.940918,0.145996
1788,0.201172,0.97168,0.36084
1789,0.570801,0.797363,0.214844
1790,0.681641,0.717285,0.154785
1791,0.77832,0.649902,0.239258
1792,0.780762,0.469727,0.221191
1793,1.11377,0.229492,-0.099121
1794,0.956055,0.254395,0.011719
1795,0.976562,0.0,-0.140625
1796,1.012207,-0.104492,-0.233398
1797,1.009766,-0.083496,-0.265137
1798,0.975586,0.077637,-0.322266
1799,0.916504,0.166992,-0.405273
1800,0.884277,0.290039,-0.53125
1801,0.776855,0.406738,-0.561523
1802,0.734375,0.508301,-0.525879
1803,0.677246,0.551758,-0.525391
1804,0.607422,0.634277,-0.522949
1805,0.546875,0.6875,-0.490234
1806,0.42334,0.725098,-0.574219
1807,0.533203,0.945312,-0.793945
1808,0.195801,0.865234,-0.529785
1809,0.058594,0.904785,-0.372559
1810,-0.078613,0.919922,-0.398926
1811,-2.442871,0.174805,1.527832
1812,-0.51123,0.78125,-0.449219
1813,-0.898926,0.555664,-0.54834
1814,-0.625488,0.459961,-0.601074
1815,-0.737305,0.34668,-0.576172
1816,-1.01709,0.244141,-1.260742
1817,-0.796387,0.105957,-0.600098
1818,-0.756836,-0.050293,-0.648926
1819,-0.74707,-0.187012,-0.65918
1820,-0.850586,-0.347168,-0.577637
1821,-0.866699,-0.334473,-0.311035
1822,-0.899902,-0.278809,-0.263184
1823,-0.924805,-0.241699,-0.165039
1824,-0.944824,-0.217773,-0.106934
1825,-0.981445,-0.067383,-0.097656
1826,-0.945312,0.251953,-0.090332
1827,-0.777344,0.650391,-0.075684
1828,-0.453125,0.790527,-0.130859
1829,-0.407715,0.882324,-0.165527
1830,-0.338379,0.95166,-0.208984
1831,-0.250488,0.923828,-0.228516
1832,-0.067871,0.974121,-0.109863
1833,0.049316,0.996094,-0.146484
1834,0.088867,0.963379,-0.15918
1835,0.203125,0.982422,-0.064453
1836,0.36377,1.082031,0.070801
1837,0.452637,0.918457,0.079102
1838,0.599609,0.791992,0.04248
1839,0.64502,0.783691,0.003418
1840,0.702148,0.707031,-0.006348
1841,0.756348,0.643555,-0.019531
1842,0.876953,0.55957,0.009766
1843,0.882812,0.469238,-0.058105
1844,0.958008,0.429688,-0.063965
1845,0.938477,0.409668,-0.133301
1846,0.927734,0.43457,-0.158203
1847,0.949707,0.371094,-0.164551
1848,0.992676,0.322754,-0.220703
1849,1.005371,0.266602,-0.371094
1850,0.95459,0.210938,-0.316406
1851,0.932129,0.151367,-0.432617
1852,0.868652,0.136719,-0.408691
1853,0.834473,0.168457,-0.577148
1854,0.845215,0.166016,-0.604492
1855,0.814453,0.121582,-0.652344
1856,0.818359,0.076172,-0.654297
1857,0.804199,0.063477,-0.651367
1858,0.800781,0.054688,-0.658203
1859,0.791992,0.074219,-0.717285
1860,0.75,0.166504,-0.716309
1861,0.683594,0.166504,-0.773438
1862,0.644531,0.214844,-0.771973
1863,0.63916,0.279785,-0.746582
1864,0.557129,0.26709,-0.837891
1865,0.432129,0.260742,-0.922363
1866,0.249023,0.21875,-1.005371
1867,0.188477,0.100586,-0.984375
1868,0.137207,0.048828,-1.019043
1869,0.040039,-0.013672,-1.033203
1870,-0.072754,-0.069824,-1.024414
1871,-0.132812,-0.161133,-1.065918
1872,-0.243164,-0.175781,-0.984375
1873,-0.359375,-0.219238,-0.919922
1874,-0.435059,-0.245605,-0.881348
1875,-0.575684,-0.25293,-0.774902
1876,-0.597656,-0.3125,-0.732422
1877,-0.703613,-0.280762,-0.754883
1878,-0.724121,-0.24707,-0.652832
1879,-0.787109,-0.153809,-0.546387
1880,-0.876953,-0.060059,-0.476562
1881,-0.899414,0.058105,-0.406738
1882,-0.905762,0.105469,-0.376465
1883,-0.923828,0.182129,-0.323242
1884,-0.884277,0.287109,-0.286621
1885,-0.894531,0.318359,-0.227051
1886,-0.868652,0.374023,-0.187012
1887,-0.881836,0.431641,-0.141113
1888,-0.865723,0.466797,-0.075195
1889,-0.841309,0.498535,-0.010254
1890,-0.844727,0.478516,0.030273
1891,-0.813477,0.54248,0.054199
1892,-0.807617,0.547852,0.068848
1893,-0.776367,0.567383,0.074219
1894,-0.784668,0.565918,0.117188
1895,-0.767578,0.572754,0.157715
1896,-0.77832,0.541992,0.199707
1897,-0.786133,0.46875,0.273926
1898,-0.814941,0.399414,0.333984
1899,-0.837891,0.335449,0.343262
1900,-0.851074,0.251953,0.387695
1901,-0.844727,0.181152,0.415527
1902,-0.833496,0.056641,0.445312
1903,-0.836426,-0.016602,0.491211
1904,-0.825684,-0.111816,0.483398
1905,-0.790527,-0.130859,0.508789
1906,-0.790039,-0.172363,0.525879
1907,-0.786133,-0.098145,0.545898
1908,-0.793945,0.009766,0.540527
1909,-0.804199,0.149902,0.520996
1910,-0.800293,0.255371,0.470703
1911,-0.800293,0.325195,0.41748
1912,-0.790039,0.381348,0.334473
1913,-0.833008,0.460449,0.223145
1914,-0.856934,0.490234,0.087891
1915,-0.85791,0.447754,-0.053711
1916,-0.854492,0.441406,-0.196289
1917,-0.78125,0.37793,-0.331055
1918,-0.792969,0.384766,-0.439453
1919,-0.766602,0.390137,-0.463867
1920,-0.71582,0.444336,-0.498047
1921,-0.691406,0.496582,-0.470703
1922,-0.736328,0.566895,-0.319336
1923,-0.774414,0.574219,-0.196289
1924,-0.755859,0.617188,-0.095703
1925,-0.719727,0.65332,-0.10498
1926,-0.67334,0.697754,-0.185547
1927,-0.646973,0.705078,-0.20166
1928,-0.712402,0.662109,-0.149414
1929,-0.76416,0.603516,-0.12207
1930,-0.845215,0.452637,0.013672
1931,-0.870605,0.375,0.165527
1932,-0.854492,0.310059,0.289551
1933,-0.808594,0.305176,0.419922
1934,-0.762207,0.343262,0.478516
1935,-0.712891,0.369141,0.51709
1936,-0.645508,0.378418,0.583984
1937,-0.543945,0.366211,0.705078
1938,-0.459961,0.39209,0.751465
1939,-0.36377,0.476562,0.750488
1940,-0.34082,0.522461,0.740723
1941,-0.328613,0.574219,0.696289
1942,-0.349121,0.632324,0.662109
1943,-0.351562,0.668457,0.620117
1944,-0.394531,0.682129,0.55957
1945,-0.486816,0.68457,0.490723
1946,-0.602539,0.645508,0.395508
1947,-0.691895,0.586426,0.328125
1948,-0.810059,0.489746,0.234375
1949,-0.854492,0.40625,0.201172
1950,-0.894043,0.352539,0.148438
1951,-0.89209,0.365234,0.083496
1952,-0.886719,0.41748,0.035645
1953,-0.885254,0.450195,0.046875
1954,-0.862305,0.461426,0.112305
1955,-0.819336,0.47168,0.262207
1956,-0.770996,0.429199,0.395508
1957,-0.674316,0.448242,0.524902
1958,-0.566406,0.487305,0.611816
1959,-0.39209,0.552734,0.693359
1960,-0.274902,0.569336,0.720215
1961,-0.14209,0.634766,0.714355
1962,-0.051758,0.655762,0.712402
1963,0.005371,0.658203,0.719238
1964,0.064941,0.647949,0.708496
1965,0.012207,0.657227,0.711426
1966,-0.058105,0.67041,0.686035
1967,-0.141113,0.672363,0.697266
1968,-0.255859,0.649902,0.640137
1969,-0.442383,0.625977,0.595703
1970,-0.574707,0.564453,0.515625
1971,-0.658203,0.54248,0.450195
1972,-0.659668,0.546387,0.428223
1973,-0.646484,0.576172,0.438477
1974,-0.63623,0.598145,0.44043
1975,-0.572754,0.604004,0.493164
1976,-0.486816,0.63916,0.535156
1977,-0.444336,0.650879,0.552734
1978,-0.417969,0.671387,0.570801
1979,-0.509277,0.603516,0.568359
1980,-0.588379,0.513184,0.549805
1981,-0.68457,0.414551,0.539062
1982,-0.746094,0.331543,0.534668
1983,-0.752441,0.268555,0.519531
1984,-0.754395,0.230957,0.533691
1985,-0.76416,0.202637,0.539062
1986,-0.760254,0.210938,0.541504
1987,-0.737793,0.261719,0.553711
1988,-0.689453,0.388184,0.530762
1989,-0.634277,0.492676,0.529297
1990,-0.574219,0.555664,0.515137
1991,-0.490723,0.654785,0.521973
1992,-0.413086,0.717773,0.497559
1993,-0.333984,0.774414,0.484375
1994,-0.331543,0.76123,0.483887
1995,-0.335938,0.752441,0.513672
1996,-0.379395,0.703613,0.539062
1997,-0.363281,0.662598,0.602051
1998,-0.286133,0.646484,0.68457
1999,-0.290039,0.554199,0.783203
2000,-0.177734,0.536621,0.776367
2001,-0.128906,0.525879,0.79834
2002,-0.057617,0.513184,0.828125
2003,-0.009766,0.470703,0.819824
2004,0.0,0.477539,0.845215
2005,-0.119141,0.473633,0.826172
2006,-0.272949,0.456055,0.794434
2007,-0.440918,0.371094,0.774414
2008,-0.536621,0.25,0.74707
2009,-0.560547,0.201172,0.717285
2010,-0.65918,0.137695,0.681152
2011,-0.688477,0.128906,0.67041
2012,-0.703613,0.061523,0.649902
2013,-0.713867,-0.004395,0.65332
2014,-0.668945,-0.070312,0.632324
2015,-0.602051,0.040527,0.737793
2016,-0.603027,0.09668,0.750488
2017,-0.518555,0.209961,0.759766
2018,-0.480957,0.350098,0.757324
2019,-0.40625,0.456055,0.769531
2020,-0.352051,0.572754,0.673828
2021,-0.304688,0.667969,0.617188
2022,-0.266113,0.741211,0.571777
2023,-0.317871,0.745605,0.522949
2024,-0.352539,0.758789,0.460449
2025,-0.352539,0.793457,0.430176
2026,-0.405762,0.775879,0.391113
2027,-0.449707,0.765137,0.390137
2028,-0.474609,0.720215,0.422852
2029,-0.481934,0.699707,0.437988
2030,-0.479004,0.681152,0.479004
2031,-0.466797,0.648926,0.526855
2032,-0.514648,0.621094,0.55127
2033,-0.571777,0.515137,0.574707
2034,-0.603027,0.444336,0.606934
2035,-0.645508,0.39209,0.615723
2036,-0.680176,0.376953,0.577637
2037,-0.706543,0.362793,0.538086
2038,-0.762695,0.344727,0.474609
2039,-0.833008,0.287598,0.365723
2040,-0.857422,0.361816,0.244141
2041,-0.883789,0.359863,0.176758
2042,-0.881836,0.371094,0.146973
2043,-0.875,0.36084,0.12793
2044,-0.882324,0.435059,0.036621
2045,-0.855957,0.472656,-0.182129
2046,-0.769043,0.502441,-0.329102
2047,-0.715332,0.493164,-0.472168
2048,-0.641602,0.48584,-0.612793
2049,-0.516602,0.444336,-0.716309
2050,-0.457031,0.431641,-0.817383
2051,-0.34668,0.429199,-0.80127
2052,-0.21875,0.435547,-0.894531
2053,-0.161133,0.460449,-0.879395
2054,-0.128418,0.45459,-0.901855
2055,-0.176758,0.458008,-0.890137
2056,-0.223633,0.450195,-0.922363
2057,-0.286621,0.470215,-0.827637
2058,-0.326172,0.572754,-0.793457
2059,-0.258789,0.716309,-0.678711
2060,-0.135742,0.763672,-0.638184
2061,-0.098145,0.815918,-0.610352
2062,0.04541,0.834473,-0.586426
2063,0.146973,0.838379,-0.559082
2064,0.233887,0.818848,-0.550781
2065,0.26416,0.81543,-0.524414
2066,0.289062,0.830566,-0.529785
2067,0.31543,0.828125,-0.538086
2068,0.293945,0.775879,-0.587402
2069,0.332031,0.658691,-0.666504
2070,0.396484,0.556152,-0.770996
2071,0.289551,0.498047,-0.864258
2072,0.203613,0.450684,-0.90625
2073,0.091309,0.354492,-0.955566
2074,0.126953,0.227051,-1.013672
2075,0.290039,0.013184,-1.062988
2076,0.430664,-0.080566,-0.932129
2077,0.456543,-0.25,-0.903809
2078,0.495117,-0.340332,-0.851562
2079,0.412109,-0.36377,-0.880859
2080,0.406738,-0.50293,-0.81543
2081,0.306152,-0.565918,-0.816406
2082,0.178711,-0.604492,-0.796875
2083,0.022949,-0.656738,-0.800781
2084,-0.052246,-0.610352,-0.84375
2085,-0.166504,-0.63916,-0.783691
2086,-0.293945,-0.620117,-0.72998
2087,-0.344238,-0.5625,-0.775879
2088,-0.367676,-0.494629,-0.821777
2089,-0.369141,-0.375488,-0.891113
2090,-0.352051,-0.265137,-0.909668
2091,-0.289551,-0.133301,-0.96582
2092,-0.262207,-0.007812,-0.993652
2093,-0.191406,0.055176,-1.018555
2094,-0.164062,0.121094,-1.005859
2095,-0.124512,0.186523,-0.97998
2096,-0.143066,0.248047,-0.978516
2097,-0.116211,0.314453,-0.97168
2098,-0.09375,0.379883,-0.943848
2099,-0.061035,0.443848,-0.924316
2100,0.019531,0.46875,-0.917969
2101,0.029297,0.417969,-0.941406
2102,0.143066,0.37793,-0.958984
2103,0.207031,0.196777,-0.962891
2104,0.276855,0.093262,-0.994141
2105,0.36377,0.041992,-0.967773
2106,0.402832,0.0,-0.979004
2107,0.500488,0.001953,-0.916504
2108,0.592285,0.005371,-0.908691
2109,0.698242,0.048828,-0.796387
2110,0.842285,0.049805,-0.631348
2111,0.901855,0.039062,-0.517578
2112,0.964844,0.037598,-0.401855
2113,1.011719,0.036133,-0.249512
2114,1.023926,0.033203,-0.092285
2115,1.010254,-0.019043,0.064941
2116,1.025391,-0.077637,0.098633
2117,1.015137,-0.152832,0.119141
2118,0.979004,-0.239746,0.12793
2119,0.978516,-0.29834,0.132812
2120,0.95166,-0.34082,0.106445
2121,0.929688,-0.391113,0.087402
2122,0.938477,-0.433105,0.09668
2123,0.958496,-0.405762,0.07666
2124,0.955566,-0.367676,0.140625
2125,0.952148,-0.331543,0.167969
2126,0.975098,-0.277832,0.102051
2127,0.98877,-0.20752,0.040039
2128,1.033203,-0.146973,-0.029297
2129,1.030273,-0.071777,-0.093262
2130,1.006348,0.01709,-0.09082
2131,0.999023,0.108887,-0.088867
2132,1.113281,0.239258,0.012695
2133,1.041016,0.023438,0.299316
2134,1.061035,-0.041016,0.301758
2135,1.476074,-0.47998,0.393555
2136,0.955566,-0.193359,0.265137
2137,0.832031,-0.194824,0.333496
2138,0.916504,-0.280273,0.15625
2139,0.957031,-0.285645,0.087402
2140,0.943848,-0.467773,-0.006348
2141,0.708496,-0.67334,0.000488
2142,0.600586,-0.82373,-0.135254
2143,0.46582,-0.829102,-0.269043
2144,0.461914,-0.854492,-0.365723
2145,0.398926,-0.842285,-0.441406
2146,0.361328,-0.774414,-0.601562
2147,0.23877,-0.570312,-0.821289
2148,0.161621,-0.419922,-0.958984
2149,0.097656,-0.168945,-1.040039
2150,0.060059,-0.01709,-1.052734
2151,-0.056152,0.065918,-1.008301
2152,-0.123047,0.191406,-1.027344
2153,-0.111816,0.321777,-0.971191
2154,-0.079102,0.415527,-0.877441
2155,-0.105469,0.541016,-0.832031
2156,-0.145996,0.527832,-0.799805
2157,-0.16748,0.563477,-0.849121
2158,-0.163086,0.597656,-0.835938
2159,-0.208008,0.554199,-0.787598
2160,-0.23291,0.623535,-0.724609
2161,-0.272949,0.671875,-0.729492
2162,-0.458984,0.630371,-0.621582
2163,-0.602539,0.555664,-0.546387
2164,-0.670898,0.614746,-0.443848
2165,-0.768066,0.529785,-0.409668
2166,-0.851074,0.425293,-0.203125
2167,-0.897461,0.29834,-0.080566
2168,-0.900391,0.20752,-0.047363
2169,-0.952148,0.10791,0.165527
2170,-0.92627,0.069336,0.258789
2171,-0.925781,-0.001465,0.255371
2172,-0.916016,-0.142578,0.272461
2173,-0.897949,-0.31543,0.231934
2174,-0.808594,-0.47998,0.211426
