Timestamp,X_Mag_Ga,Y_Mag_Ga,Z_Mag_Ga linked with dados_mag_25_08_full
2118,0.062044,-0.115328,-0.028467
2119,0.068613,-0.118978,-0.020438
2120,0.072993,-0.122628,-0.017518
2121,0.076642,-0.131387,-0.018248
2122,0.076642,-0.137226,-0.021168
2123,0.074453,-0.145985,-0.031387
2124,0.070803,-0.167153,-0.044526
2125,0.063504,-0.183942,-0.057664
2126,0.045985,-0.216058,-0.076642
2127,0.032117,-0.218978,-0.087591
2128,0.020438,-0.208029,-0.094891
2129,0.007299,-0.188321,-0.10219
2130,-0.00365,-0.165693,-0.10292
2131,-0.005839,-0.132847,-0.092701
2132,0.013869,-0.110949,-0.070073
2133,0.035036,-0.094161,-0.042336
2134,0.043796,-0.089781,-0.027007
2135,0.054015,-0.083942,-0.00438
2136,0.062774,-0.075182,0.026277
2137,0.067153,-0.070803,0.056934
2138,0.070073,-0.075912,0.052555
2139,0.066423,-0.072993,0.043066
2140,0.083942,-0.09562,0.052555
2141,0.113139,-0.163504,0.067883
2142,0.118248,-0.19927,0.077372
2143,0.118978,-0.222628,0.070803
2144,0.116058,-0.244526,0.075912
2145,0.116058,-0.242336,0.055474
2146,0.110219,-0.238686,0.020438
2147,0.09781,-0.224088,-0.013869
2148,0.091241,-0.212409,-0.025547
2149,0.086131,-0.177372,-0.027737
2150,0.075182,-0.149635,-0.032847
2151,0.060584,-0.127007,-0.039416
2152,0.044526,-0.1,-0.037956
2153,0.035036,-0.076642,-0.022628
2154,0.034307,-0.056204,0.00438
2155,0.023358,-0.048175,0.005109
2156,0.008759,-0.029927,0.023358
2157,-0.005839,-0.018248,0.035766
2158,-0.017518,-0.010219,0.048905
2159,-0.024088,-0.005109,0.064234
2160,-0.027007,-0.00292,0.069343
2161,-0.029927,-0.005109,0.048905
2162,-0.043066,0.0,0.051825
2163,-0.064964,0.00365,0.047445
2164,-0.080292,0.00219,0.033577
2165,-0.090511,-0.00146,0.013869
2166,-0.127737,-0.010219,-0.00365
2167,-0.161314,-0.023358,-0.014599
2168,-0.20219,-0.037226,-0.010219
2169,-0.232117,-0.051825,0.0
2170,-0.251825,-0.062044,0.010219
2171,-0.259854,-0.066423,0.013869
2172,-0.282482,-0.090511,0.019708
2173,-0.29927,-0.116788,0.023358
2174,-0.312409,-0.142336,0.025547
2175,-0.321898,-0.174453,0.025547
2176,-0.327737,-0.206569,0.025547
2177,-0.322628,-0.249635,0.013869
2178,-0.3,-0.288321,-0.013139
2179,-0.282482,-0.309489,-0.025547
2180,-0.281022,-0.323358,-0.018248
2181,-0.272993,-0.332117,-0.022628
2182,-0.255474,-0.345255,-0.032117
2183,-0.229927,-0.364234,-0.035766
2184,-0.214599,-0.371533,-0.043066
2185,-0.20219,-0.374453,-0.046715
2186,-0.194161,-0.369343,-0.057664
2187,-0.206569,-0.356934,-0.061314
2188,-0.238686,-0.322628,-0.064964
2189,-0.248175,-0.305109,-0.066423
2190,-0.257664,-0.280292,-0.069343
2191,-0.274453,-0.251825,-0.059854
2192,-0.29781,-0.227007,-0.033577
2193,-0.293431,-0.19635,-0.037956
2194,-0.281752,-0.151825,-0.037226
2195,-0.270073,-0.118248,-0.032847
2196,-0.259124,-0.10219,-0.033577
2197,-0.238686,-0.082482,-0.035766
2198,-0.19854,-0.057664,-0.040876
2199,-0.163504,-0.046715,-0.047445
2200,-0.129197,-0.037226,-0.044526
2201,-0.1,-0.029197,-0.037956
2202,-0.084672,-0.029197,-0.034307
2203,-0.091971,-0.024088,-0.030657
2204,-0.117518,-0.029197,-0.033577
2205,-0.140146,-0.031387,-0.036496
2206,-0.159124,-0.040146,-0.039416
2207,-0.19927,-0.058394,-0.042336
2208,-0.246715,-0.09781,-0.040876
2209,-0.284672,-0.148905,-0.033577
2210,-0.29854,-0.227007,-0.034307
2211,-0.275182,-0.286131,-0.049635
2212,-0.256204,-0.30073,-0.061314
2213,-0.235766,-0.307299,-0.075182
2214,-0.231387,-0.313139,-0.074453
2215,-0.234307,-0.324088,-0.066423
2216,-0.231387,-0.333577,-0.062044
2217,-0.20292,-0.356934,-0.062774
2218,-0.20438,-0.359124,-0.061314
2219,-0.20365,-0.370803,-0.051095
2220,-0.194891,-0.378832,-0.048905
2221,-0.160584,-0.39854,-0.040876
2222,-0.121168,-0.40438,-0.040876
2223,-0.062774,-0.406569,-0.029927
2224,-0.032117,-0.40365,-0.016788
2225,-0.008029,-0.39781,-0.006569
2226,0.028467,-0.377372,0.00438
2227,0.059854,-0.349635,0.014599
2228,0.076642,-0.325547,0.017518
2229,0.087591,-0.305109,0.017518
2230,0.091241,-0.29781,0.018248
2231,0.089781,-0.305109,0.023358
2232,0.070073,-0.340876,0.025547
2233,0.036496,-0.381752,0.032117
2234,-0.009489,-0.410949,0.023358
2235,-0.075912,-0.429197,0.013869
2236,-0.131387,-0.428467,0.005839
2237,-0.170073,-0.419708,0.00073
2238,-0.19708,-0.409489,-0.00292
2239,-0.216058,-0.40073,0.00146
2240,-0.229197,-0.39635,0.006569
2241,-0.248175,-0.381752,0.007299
2242,-0.271533,-0.357664,0.005839
2243,-0.293431,-0.327007,0.005839
2244,-0.307299,-0.29854,0.006569
2245,-0.312409,-0.274453,0.00219
2246,-0.310949,-0.245985,-0.011679
2247,-0.30073,-0.210949,-0.032117
2248,-0.280292,-0.186131,-0.052555
2249,-0.247445,-0.151095,-0.072263
2250,-0.229197,-0.140146,-0.081752
2251,-0.209489,-0.132847,-0.089051
2252,-0.19927,-0.127007,-0.092701
2253,-0.172993,-0.116788,-0.09708
2254,-0.151825,-0.110949,-0.1
2255,-0.137956,-0.10438,-0.09927
2256,-0.112409,-0.090511,-0.094161
2257,-0.105109,-0.083942,-0.090511
2258,-0.081752,-0.067883,-0.076642
2259,-0.071533,-0.043066,-0.051825
2260,-0.078102,-0.036496,-0.045985
2261,-0.088321,-0.046715,-0.057664
2262,-0.10292,-0.058394,-0.070073
2263,-0.108029,-0.063504,-0.075182
2264,-0.108759,-0.063504,-0.074453
2265,-0.107299,-0.056934,-0.070073
2266,-0.112409,-0.050365,-0.063504
2267,-0.129197,-0.046715,-0.057664
2268,-0.154015,-0.045255,-0.048175
2269,-0.173723,-0.046715,-0.043066
2270,-0.19635,-0.044526,-0.028467
2271,-0.218248,-0.046715,-0.010219
2272,-0.249635,-0.069343,-0.007299
2273,-0.281752,-0.10073,0.00073
2274,-0.30292,-0.136496,0.00365
2275,-0.318248,-0.173723,0.011679
2276,-0.318978,-0.206569,0.00073
2277,-0.313139,-0.245985,-0.008029
2278,-0.287591,-0.277372,-0.039416
2279,-0.263504,-0.29781,-0.057664
2280,-0.239416,-0.307299,-0.071533
2281,-0.222628,-0.310949,-0.083212
2282,-0.20438,-0.324088,-0.084672
2283,-0.184672,-0.324088,-0.094891
2284,-0.149635,-0.337226,-0.09781
2285,-0.131387,-0.345985,-0.094891
2286,-0.120438,-0.358394,-0.086861
2287,-0.108759,-0.372263,-0.076642
2288,-0.09562,-0.381752,-0.066423
2289,-0.083942,-0.383212,-0.063504
2290,-0.060584,-0.378102,-0.063504
2291,-0.028467,-0.363504,-0.062774
2292,-0.005109,-0.349635,-0.063504
2293,0.012409,-0.340146,-0.057664
2294,0.023358,-0.321898,-0.062774
2295,0.037226,-0.293431,-0.067153
2296,0.047445,-0.259124,-0.071533
2297,0.049635,-0.234307,-0.072993
2298,0.053285,-0.19562,-0.070073
2299,0.056934,-0.160584,-0.059854
2300,0.059124,-0.129927,-0.043066
2301,0.054745,-0.105839,-0.029197
2302,0.043796,-0.071533,-0.005109
2303,0.048905,-0.072993,-0.00073
2304,0.055474,-0.083942,-0.005109
2305,0.063504,-0.10292,-0.016058
2306,0.070803,-0.110219,-0.010949
2307,0.071533,-0.110219,-0.010949
2308,0.071533,-0.118248,-0.016058
2309,0.074453,-0.143796,-0.031387
2310,0.072993,-0.151095,-0.039416
2311,0.075182,-0.172993,-0.043796
2312,0.072993,-0.172263,-0.045255
2313,0.069343,-0.166423,-0.048905
2314,0.064234,-0.183942,-0.059124
2315,0.056204,-0.19635,-0.070073
2316,0.040146,-0.19781,-0.083942
2317,0.024818,-0.20438,-0.094891
2318,-0.005109,-0.185401,-0.108759
2319,-0.028467,-0.153285,-0.110219
2320,-0.023358,-0.125547,-0.09781
2321,-0.018978,-0.09635,-0.081022
2322,-0.023358,-0.064234,-0.057664
2323,-0.020438,-0.032117,-0.016058
2324,-0.018248,-0.013869,0.025547
2325,-0.014599,-0.007299,0.071533
2326,-0.012409,-0.021898,0.148175
2327,-0.010949,-0.070803,0.213139
2328,-0.009489,-0.118978,0.245255
2329,-0.009489,-0.153285,0.258394
2330,-0.015328,-0.175182,0.266423
2331,-0.027007,-0.192701,0.272263
2332,-0.033577,-0.209489,0.277372
2333,-0.034307,-0.236496,0.275912
2334,-0.050365,-0.275182,0.272993
2335,-0.068613,-0.325547,0.259124
2336,-0.094161,-0.356934,0.245255
2337,-0.108759,-0.379562,0.227007
2338,-0.110219,-0.390511,0.216788
2339,-0.117518,-0.39562,0.209489
2340,-0.133577,-0.411679,0.189781
2341,-0.149635,-0.421168,0.170073
2342,-0.162774,-0.424818,0.156934
2343,-0.173723,-0.427007,0.146715
2344,-0.181022,-0.420438,0.154745
2345,-0.173723,-0.417518,0.162774
2346,-0.154745,-0.414599,0.178102
2347,-0.143066,-0.40365,0.19781
2348,-0.136496,-0.392701,0.211679
2349,-0.129927,-0.387591,0.218978
2350,-0.123358,-0.366423,0.232847
2351,-0.121168,-0.354015,0.248175
2352,-0.116788,-0.343066,0.253285
2353,-0.114599,-0.329927,0.262044
2354,-0.111679,-0.30073,0.274453
2355,-0.110219,-0.286131,0.280292
2356,-0.110949,-0.274453,0.282482
2357,-0.110949,-0.256204,0.286861
2358,-0.110949,-0.243796,0.289051
2359,-0.110219,-0.228467,0.289781
2360,-0.108029,-0.215328,0.289781
2361,-0.10438,-0.206569,0.288321
2362,-0.10365,-0.191241,0.288321
2363,-0.10073,-0.170803,0.283942
2364,-0.10219,-0.162044,0.283212
2365,-0.105109,-0.154015,0.280292
2366,-0.111679,-0.148175,0.280292
2367,-0.122628,-0.146715,0.278832
2368,-0.137956,-0.147445,0.278102
2369,-0.156204,-0.148905,0.275182
2370,-0.168613,-0.154015,0.275182
2371,-0.174453,-0.161314,0.275182
2372,-0.172263,-0.177372,0.281022
2373,-0.165693,-0.194161,0.283212
2374,-0.162044,-0.210219,0.286131
2375,-0.164234,-0.224088,0.284672
2376,-0.170073,-0.229927,0.283212
2377,-0.175912,-0.240146,0.281022
2378,-0.178102,-0.243796,0.279562
2379,-0.179562,-0.248905,0.279562
2380,-0.178102,-0.255474,0.278832
2381,-0.179562,-0.256934,0.278102
2382,-0.180292,-0.247445,0.278832
2383,-0.182482,-0.243796,0.278102
2384,-0.183212,-0.243796,0.278832
2385,-0.185401,-0.255474,0.277372
2386,-0.183212,-0.268613,0.274453
2387,-0.181022,-0.289051,0.270073
2388,-0.173723,-0.308029,0.264964
2389,-0.167883,-0.321168,0.260584
2390,-0.164234,-0.322628,0.261314
2391,-0.161314,-0.318978,0.262774
2392,-0.154015,-0.327007,0.259854
2393,-0.137956,-0.339416,0.257664
2394,-0.119708,-0.345255,0.254015
2395,-0.113869,-0.339416,0.257664
2396,-0.091241,-0.329927,0.260584
2397,-0.072993,-0.323358,0.259854
2398,-0.062044,-0.318248,0.261314
2399,-0.073723,-0.318248,0.264234
2400,-0.089051,-0.318978,0.266423
2401,-0.10438,-0.321898,0.266423
2402,-0.116788,-0.329197,0.262774
2403,-0.136496,-0.333577,0.260584
2404,-0.149635,-0.333577,0.257664
2405,-0.160584,-0.337226,0.253285
2406,-0.173723,-0.343796,0.246715
2407,-0.210949,-0.340876,0.232117
2408,-0.237226,-0.337226,0.220438
2409,-0.248905,-0.329927,0.215328
2410,-0.256934,-0.318978,0.216058
2411,-0.257664,-0.313869,0.218248
2412,-0.256204,-0.309489,0.220438
2413,-0.253285,-0.30073,0.227007
2414,-0.242336,-0.29635,0.237226
2415,-0.221168,-0.292701,0.253285
2416,-0.184672,-0.291241,0.268613
2417,-0.154745,-0.287591,0.275912
2418,-0.143796,-0.286861,0.277372
2419,-0.142336,-0.285401,0.278832
2420,-0.145985,-0.288321,0.278102
2421,-0.154015,-0.288321,0.275912
2422,-0.170803,-0.291241,0.270803
2423,-0.19562,-0.29854,0.261314
2424,-0.208029,-0.30073,0.256204
2425,-0.236496,-0.308029,0.236496
2426,-0.266423,-0.312409,0.208759
2427,-0.272993,-0.318248,0.19854
2428,-0.280292,-0.322628,0.186131
2429,-0.280292,-0.324818,0.185401
2430,-0.267883,-0.324088,0.20073
2431,-0.241606,-0.319708,0.227737
2432,-0.20365,-0.317518,0.251095
2433,-0.163504,-0.313139,0.265693
2434,-0.129927,-0.310219,0.271533
2435,-0.093431,-0.305839,0.272993
2436,-0.051825,-0.294161,0.268613
2437,-0.025547,-0.291971,0.259124
2438,-0.011679,-0.276642,0.259124
2439,-0.008029,-0.258394,0.260584
2440,-0.017518,-0.233577,0.267883
2441,-0.064964,-0.213869,0.284672
2442,-0.137226,-0.222628,0.288321
2443,-0.181752,-0.232117,0.279562
2444,-0.212409,-0.240146,0.267883
2445,-0.245985,-0.261314,0.245985
2446,-0.273723,-0.283212,0.217518
2447,-0.272263,-0.319708,0.19854
2448,-0.259854,-0.326277,0.208759
2449,-0.275182,-0.335766,0.182482
2450,-0.278832,-0.354745,0.156204
2451,-0.281752,-0.360584,0.139416
2452,-0.3,-0.347445,0.113139
2453,-0.291971,-0.359124,0.087591
2454,-0.262044,-0.391971,0.09927
2455,-0.224818,-0.415328,0.110219
2456,-0.182482,-0.435036,0.106569
2457,-0.159854,-0.441606,0.10292
2458,-0.136496,-0.446715,0.094891
2459,-0.090511,-0.445985,0.067883
2460,-0.038686,-0.432847,0.055474
2461,0.005839,-0.409489,0.042336
2462,0.027737,-0.394161,0.034307
2463,0.036496,-0.386131,0.032117
2464,0.051825,-0.372263,0.035766
2465,0.067153,-0.355474,0.038686
2466,0.064234,-0.361314,0.042336
2467,0.062774,-0.362774,0.045985
2468,0.071533,-0.354015,0.049635
2469,0.082482,-0.338686,0.052555
2470,0.078832,-0.343796,0.056204
2471,0.073723,-0.354015,0.061314
2472,0.064964,-0.364964,0.064234
2473,0.030657,-0.39781,0.062774
2474,-0.033577,-0.432847,0.054745
2475,-0.136496,-0.443796,0.045985
2476,-0.230657,-0.405839,0.029197
2477,-0.270073,-0.367883,0.013869
2478,-0.29635,-0.321898,0.00146
2479,-0.310949,-0.267153,-0.006569
2480,-0.313139,-0.20292,-0.013139
2481,-0.30438,-0.157664,-0.009489
2482,-0.29854,-0.138686,-0.006569
2483,-0.264964,-0.091971,-0.016788
2484,-0.235766,-0.065693,-0.020438
2485,-0.211679,-0.048175,-0.020438
2486,-0.194891,-0.040146,-0.024088
2487,-0.183212,-0.040146,-0.031387
2488,-0.190511,-0.048905,-0.038686
2489,-0.210219,-0.067883,-0.045985
2490,-0.233577,-0.094161,-0.052555
2491,-0.252555,-0.118248,-0.054015
2492,-0.272993,-0.140146,-0.047445
2493,-0.29708,-0.175182,-0.029927
2494,-0.313139,-0.20219,-0.012409
2495,-0.328467,-0.230657,0.019708
2496,-0.330657,-0.253285,0.036496
2497,-0.332117,-0.275182,0.062774
2498,-0.330657,-0.285401,0.089781
2499,-0.325547,-0.29562,0.110219
